x,y,time
5.04,17.52,1569787356.6
5.02,17.55,1569787356.7
4.99,17.55,1569787356.8
4.97,17.56,1569787356.9
4.95,17.61,1569787357.0
4.93,17.61,1569787357.1
4.90,17.62,1569787357.2
4.89,17.59,1569787357.3
4.91,17.57,1569787357.4
4.92,17.54,1569787357.5
4.92,17.55,1569787357.6
4.91,17.53,1569787357.7
4.92,17.52,1569787357.8
4.97,17.56,1569787357.9
4.96,17.59,1569787358.0
4.99,17.61,1569787358.1
5.04,17.56,1569787358.2
5.05,17.56,1569787358.3
5.04,17.61,1569787358.4
4.98,17.57,1569787358.5
5.04,17.56,1569787358.6
5.03,17.55,1569787358.7
5.03,17.54,1569787358.8
5.05,17.54,1569787358.9
5.11,17.51,1569787359.0
5.20,17.50,1569787359.1
5.21,17.50,1569787359.2
5.24,17.48,1569787359.3
5.20,17.45,1569787359.4
5.17,17.40,1569787359.5
5.17,17.40,1569787359.6
5.19,17.47,1569787359.7
5.26,17.50,1569787359.8
5.39,17.57,1569787359.9
5.61,17.72,1569787360.0
5.86,17.94,1569787360.1
6.27,18.08,1569787360.2
6.64,18.27,1569787360.3
6.69,18.74,1569787360.4
6.91,19.17,1569787360.5
7.36,19.48,1569787360.6
8.04,19.67,1569787360.7
8.77,19.85,1569787360.8
9.75,19.84,1569787360.9
11.28,19.57,1569787361.0
12.52,19.48,1569787361.1
13.41,19.60,1569787361.2
14.25,19.69,1569787361.3
15.14,19.72,1569787361.4
15.88,19.81,1569787361.5
16.43,19.88,1569787361.6
17.11,19.80,1569787361.7
17.83,19.64,1569787361.8
18.51,19.42,1569787361.9
18.99,19.28,1569787362.0
19.40,19.13,1569787362.1
19.80,18.92,1569787362.2
20.16,18.71,1569787362.3
20.52,18.47,1569787362.4
20.64,18.41,1569787362.5
20.67,18.40,1569787362.6
20.61,18.45,1569787362.7
20.47,18.58,1569787362.8
20.30,18.75,1569787362.9
20.23,18.85,1569787363.0
20.23,18.80,1569787363.1
20.26,18.69,1569787363.2
20.30,18.56,1569787363.3
20.35,18.43,1569787363.4
20.41,18.34,1569787363.5
20.52,18.27,1569787363.6
20.61,18.27,1569787363.7
20.71,18.34,1569787363.8
20.82,18.44,1569787363.9
20.95,18.53,1569787364.0
21.05,18.58,1569787364.1
21.06,18.62,1569787364.2
21.05,18.56,1569787364.3
21.00,18.53,1569787364.4
20.93,18.46,1569787364.5
20.79,18.38,1569787364.6
20.55,18.32,1569787364.7
20.33,18.29,1569787364.8
20.07,18.38,1569787364.9
19.80,18.45,1569787365.0
19.53,18.54,1569787365.1
19.30,18.65,1569787365.2
19.13,18.74,1569787365.3
18.95,18.82,1569787365.4
18.77,18.91,1569787365.5
18.60,18.99,1569787365.6
18.43,19.08,1569787365.7
18.25,19.16,1569787365.8
18.08,19.25,1569787365.9
17.90,19.33,1569787366.0
17.73,19.42,1569787366.1
17.55,19.50,1569787366.2
17.38,19.59,1569787366.3
17.21,19.67,1569787366.4
17.03,19.76,1569787366.5
16.85,19.84,1569787366.6
16.68,19.93,1569787366.7
16.51,20.01,1569787366.8
16.33,20.09,1569787366.9
16.16,20.18,1569787367.0
15.98,20.26,1569787367.1
15.81,20.35,1569787367.2
15.63,20.43,1569787367.3
15.46,20.52,1569787367.4
15.29,20.60,1569787367.5
15.11,20.69,1569787367.6
14.93,20.77,1569787367.7
14.76,20.86,1569787367.8
14.59,20.94,1569787367.9
14.41,21.03,1569787368.0
14.24,21.11,1569787368.1
14.07,21.20,1569787368.2
13.89,21.29,1569787368.3
13.71,21.37,1569787368.4
13.54,21.46,1569787368.5
13.37,21.54,1569787368.6
13.19,21.63,1569787368.7
13.01,21.71,1569787368.8
12.84,21.80,1569787368.9
12.67,21.88,1569787369.0
12.49,21.97,1569787369.1
12.32,22.05,1569787369.2
12.15,22.14,1569787369.3
11.97,22.22,1569787369.4
11.79,22.31,1569787369.5
11.62,22.39,1569787369.6
11.45,22.48,1569787369.7
11.27,22.56,1569787369.8
11.09,22.65,1569787369.9
10.92,22.73,1569787370.0
10.75,22.82,1569787370.1
10.74,22.86,1569787370.2
11.03,22.87,1569787370.3
11.52,22.81,1569787370.4
12.21,22.69,1569787370.5
13.14,22.44,1569787370.6
14.28,22.13,1569787370.7
15.42,21.85,1569787370.8
16.47,21.59,1569787370.9
17.44,21.28,1569787371.0
18.31,20.94,1569787371.1
19.10,20.69,1569787371.2
19.82,20.45,1569787371.3
20.48,20.21,1569787371.4
21.02,19.94,1569787371.5
21.49,19.78,1569787371.6
21.86,19.67,1569787371.7
22.17,19.57,1569787371.8
22.40,19.51,1569787371.9
22.58,19.44,1569787372.0
22.71,19.40,1569787372.1
22.75,19.37,1569787372.2
22.86,19.33,1569787372.3
22.94,19.29,1569787372.4
22.92,19.26,1569787372.5
22.86,19.24,1569787372.6
22.80,19.22,1569787372.7
22.79,19.18,1569787372.8
22.78,19.17,1569787372.9
22.72,19.17,1569787373.0
22.70,19.19,1569787373.1
22.74,19.19,1569787373.2
22.74,19.17,1569787373.3
22.74,19.22,1569787373.4
22.79,19.22,1569787373.5
22.84,19.23,1569787373.6
22.85,19.22,1569787373.7
22.82,19.25,1569787373.8
22.88,19.28,1569787373.9
22.96,19.26,1569787374.0
22.93,19.24,1569787374.1
22.90,19.22,1569787374.2
22.92,19.22,1569787374.3
22.94,19.16,1569787374.4
22.96,19.11,1569787374.5
22.95,19.11,1569787374.6
23.00,19.15,1569787374.7
23.04,19.17,1569787374.8
23.06,19.20,1569787374.9
23.12,19.24,1569787375.0
23.12,19.27,1569787375.1
23.15,19.36,1569787375.2
23.04,19.38,1569787375.3
23.01,19.38,1569787375.4
23.00,19.37,1569787375.5
22.98,19.36,1569787375.6
22.94,19.36,1569787375.7
22.91,19.28,1569787375.8
22.98,19.16,1569787375.9
22.94,19.39,1569787376.0
22.91,19.39,1569787376.1
22.80,19.48,1569787376.2
22.62,19.50,1569787376.3
22.46,19.54,1569787376.4
22.23,19.68,1569787376.5
22.01,19.57,1569787376.6
21.59,19.73,1569787376.7
21.10,19.91,1569787376.8
20.43,20.31,1569787376.9
19.78,20.67,1569787377.0
18.88,20.99,1569787377.1
17.84,21.41,1569787377.2
16.75,21.86,1569787377.3
15.56,22.26,1569787377.4
14.45,22.64,1569787377.5
13.14,23.00,1569787377.6
11.99,23.42,1569787377.7
10.85,23.80,1569787377.8
9.93,24.10,1569787377.9
9.05,24.42,1569787378.0
8.21,24.59,1569787378.1
7.40,24.79,1569787378.2
6.62,24.96,1569787378.3
5.89,25.04,1569787378.4
5.15,25.04,1569787378.5
4.50,25.02,1569787378.6
4.05,24.99,1569787378.7
3.68,24.96,1569787378.8
3.34,24.91,1569787378.9
3.13,24.89,1569787379.0
2.94,24.88,1569787379.1
2.70,24.85,1569787379.2
2.39,24.82,1569787379.3
1.97,24.90,1569787379.4
1.53,24.91,1569787379.5
1.12,24.93,1569787379.6
0.73,24.97,1569787379.7
0.47,25.04,1569787379.8
0.25,25.12,1569787379.9
0.20,25.10,1569787380.0
0.24,25.14,1569787380.1
0.28,25.16,1569787380.2
0.37,25.14,1569787380.3
0.62,25.09,1569787380.4
0.98,25.04,1569787380.5
1.43,24.97,1569787380.6
1.93,24.92,1569787380.7
2.67,24.85,1569787380.8
3.47,24.83,1569787380.9
4.36,24.78,1569787381.0
5.31,24.70,1569787381.1
6.32,24.53,1569787381.2
7.60,24.23,1569787381.3
8.78,23.90,1569787381.4
10.00,23.56,1569787381.5
11.21,23.21,1569787381.6
12.45,22.82,1569787381.7
13.74,22.46,1569787381.8
14.80,22.23,1569787381.9
15.93,21.99,1569787382.0
16.98,21.74,1569787382.1
17.96,21.49,1569787382.2
18.79,21.42,1569787382.3
19.47,21.38,1569787382.4
20.11,21.44,1569787382.5
20.55,21.63,1569787382.6
20.93,21.86,1569787382.7
