x,y,time
49.28,17.93,1569712728.7
49.30,17.91,1569712728.8
49.36,17.92,1569712728.9
49.39,17.93,1569712729.0
49.40,17.90,1569712729.1
49.35,17.87,1569712729.2
49.36,17.85,1569712729.3
49.36,17.88,1569712729.4
49.35,17.88,1569712729.5
49.36,17.87,1569712729.6
49.30,17.87,1569712729.7
49.30,17.90,1569712729.8
49.32,17.93,1569712729.9
49.33,17.92,1569712730.0
49.28,17.90,1569712730.1
49.24,17.90,1569712730.2
49.22,17.91,1569712730.3
49.21,17.94,1569712730.4
49.17,17.93,1569712730.5
49.21,17.90,1569712730.6
49.23,17.95,1569712730.7
49.21,17.94,1569712730.8
49.23,17.93,1569712730.9
49.20,17.87,1569712731.0
49.19,17.86,1569712731.1
49.16,17.89,1569712731.2
49.16,17.81,1569712731.3
49.21,17.80,1569712731.4
49.16,17.85,1569712731.5
49.14,17.90,1569712731.6
49.03,17.94,1569712731.7
48.92,17.95,1569712731.8
48.72,18.03,1569712731.9
48.42,18.10,1569712732.0
48.18,18.20,1569712732.1
47.76,18.20,1569712732.2
47.36,18.20,1569712732.3
46.79,18.18,1569712732.4
46.35,18.22,1569712732.5
46.04,18.40,1569712732.6
45.63,18.54,1569712732.7
45.29,18.76,1569712732.8
45.09,19.12,1569712732.9
44.99,19.60,1569712733.0
44.67,20.06,1569712733.1
44.20,20.44,1569712733.2
43.80,20.90,1569712733.3
43.55,21.56,1569712733.4
43.07,22.09,1569712733.5
42.55,22.54,1569712733.6
42.17,22.99,1569712733.7
41.81,23.46,1569712733.8
41.44,23.86,1569712733.9
41.01,24.08,1569712734.0
40.65,24.30,1569712734.1
40.32,24.58,1569712734.2
40.09,24.76,1569712734.3
39.96,24.84,1569712734.4
39.86,24.93,1569712734.5
39.83,25.06,1569712734.6
39.96,25.08,1569712734.7
40.02,25.10,1569712734.8
39.99,25.19,1569712734.9
40.00,25.27,1569712735.0
39.97,25.27,1569712735.1
39.94,25.24,1569712735.2
39.83,25.31,1569712735.3
39.82,25.31,1569712735.4
39.80,25.30,1569712735.5
39.71,25.28,1569712735.6
39.66,25.24,1569712735.7
39.65,25.26,1569712735.8
39.62,25.26,1569712735.9
39.63,25.21,1569712736.0
39.71,25.17,1569712736.1
39.75,25.09,1569712736.2
39.91,25.07,1569712736.3
40.03,24.98,1569712736.4
40.20,24.83,1569712736.5
40.39,24.71,1569712736.6
40.71,24.53,1569712736.7
41.23,24.41,1569712736.8
41.68,24.26,1569712736.9
42.26,24.12,1569712737.0
42.76,24.15,1569712737.1
43.47,24.15,1569712737.2
44.21,24.22,1569712737.3
44.91,24.32,1569712737.4
45.67,24.43,1569712737.5
46.41,24.60,1569712737.6
47.30,24.68,1569712737.7
48.11,24.85,1569712737.8
48.75,25.00,1569712737.9
49.24,25.04,1569712738.0
49.65,25.09,1569712738.1
50.02,25.11,1569712738.2
50.39,25.11,1569712738.3
50.71,25.03,1569712738.4
51.09,25.03,1569712738.5
51.67,25.08,1569712738.6
52.22,25.13,1569712738.7
52.74,25.17,1569712738.8
53.14,25.24,1569712738.9
53.43,25.33,1569712739.0
53.66,25.36,1569712739.1
53.75,25.40,1569712739.2
53.81,25.44,1569712739.3
53.86,25.46,1569712739.4
53.89,25.50,1569712739.5
53.92,25.53,1569712739.6
53.94,25.55,1569712739.7
53.95,25.57,1569712739.8
53.88,25.55,1569712739.9
