x,y,time
4.84,17.54,1569796206.7
4.76,17.53,1569796206.8
4.70,17.58,1569796206.9
4.66,17.55,1569796207.0
4.62,17.55,1569796207.1
4.67,17.55,1569796207.2
4.70,17.58,1569796207.3
4.73,17.59,1569796207.4
4.77,17.55,1569796207.5
4.76,17.56,1569796207.6
4.77,17.54,1569796207.7
4.71,17.56,1569796207.8
4.63,17.54,1569796207.9
4.63,17.55,1569796208.0
4.60,17.56,1569796208.1
4.64,17.54,1569796208.2
4.57,17.58,1569796208.3
4.57,17.56,1569796208.4
4.61,17.52,1569796208.5
4.64,17.50,1569796208.6
4.67,17.51,1569796208.7
4.65,17.56,1569796208.8
4.66,17.59,1569796208.9
4.70,17.61,1569796209.0
4.71,17.66,1569796209.1
4.67,17.62,1569796209.2
4.74,17.59,1569796209.3
4.74,17.53,1569796209.4
4.75,17.49,1569796209.5
4.73,17.43,1569796209.6
4.75,17.45,1569796209.7
4.76,17.52,1569796209.8
4.69,17.54,1569796209.9
4.87,17.63,1569796210.0
5.11,17.69,1569796210.1
5.42,17.75,1569796210.2
5.82,17.80,1569796210.3
6.36,17.80,1569796210.4
6.94,17.93,1569796210.5
7.51,17.93,1569796210.6
8.21,17.96,1569796210.7
8.80,18.05,1569796210.8
9.25,18.22,1569796210.9
9.89,18.33,1569796211.0
10.80,18.35,1569796211.1
11.68,18.46,1569796211.2
12.51,18.58,1569796211.3
13.58,18.66,1569796211.4
14.82,18.62,1569796211.5
15.81,18.74,1569796211.6
16.68,18.78,1569796211.7
17.51,18.81,1569796211.8
18.25,18.80,1569796211.9
18.84,18.78,1569796212.0
19.35,18.75,1569796212.1
19.84,18.69,1569796212.2
20.18,18.70,1569796212.3
20.43,18.66,1569796212.4
20.68,18.69,1569796212.5
20.88,18.67,1569796212.6
20.96,18.65,1569796212.7
21.05,18.64,1569796212.8
21.08,18.66,1569796212.9
21.12,18.66,1569796213.0
21.09,18.60,1569796213.1
21.10,18.62,1569796213.2
21.05,18.62,1569796213.3
21.02,18.58,1569796213.4
21.03,18.53,1569796213.5
20.99,18.51,1569796213.6
21.03,18.53,1569796213.7
21.00,18.46,1569796213.8
21.09,18.49,1569796213.9
21.07,18.50,1569796214.0
21.08,18.50,1569796214.1
21.12,18.50,1569796214.2
21.09,18.51,1569796214.3
21.06,18.50,1569796214.4
21.02,18.46,1569796214.5
21.07,18.46,1569796214.6
21.10,18.43,1569796214.7
21.07,18.41,1569796214.8
21.07,18.35,1569796214.9
21.03,18.40,1569796215.0
20.90,18.47,1569796215.1
20.60,18.54,1569796215.2
20.25,18.72,1569796215.3
19.85,18.96,1569796215.4
19.36,19.29,1569796215.5
18.79,19.55,1569796215.6
18.24,19.79,1569796215.7
17.62,20.09,1569796215.8
16.93,20.35,1569796215.9
16.18,20.60,1569796216.0
15.32,20.81,1569796216.1
14.47,21.12,1569796216.2
13.42,21.50,1569796216.3
12.47,21.80,1569796216.4
11.49,22.18,1569796216.5
10.59,22.60,1569796216.6
9.68,23.12,1569796216.7
8.87,23.67,1569796216.8
8.14,24.08,1569796216.9
7.30,24.47,1569796217.0
6.59,24.80,1569796217.1
5.88,25.10,1569796217.2
5.29,25.23,1569796217.3
4.67,25.20,1569796217.4
4.21,25.19,1569796217.5
3.89,25.17,1569796217.6
3.55,25.06,1569796217.7
3.17,24.93,1569796217.8
2.91,24.78,1569796217.9
2.68,24.65,1569796218.0
2.44,24.53,1569796218.1
2.24,24.42,1569796218.2
2.07,24.36,1569796218.3
1.93,24.27,1569796218.4
1.73,24.19,1569796218.5
1.51,24.15,1569796218.6
1.33,24.15,1569796218.7
1.17,24.20,1569796218.8
1.02,24.22,1569796218.9
0.93,24.23,1569796219.0
0.84,24.26,1569796219.1
0.81,24.26,1569796219.2
0.80,24.23,1569796219.3
0.79,24.17,1569796219.4
0.80,24.11,1569796219.5
0.92,23.90,1569796219.6
1.17,23.60,1569796219.7
1.44,23.50,1569796219.8
1.75,23.58,1569796219.9
2.19,23.68,1569796220.0
2.74,23.79,1569796220.1
3.39,24.02,1569796220.2
4.22,24.27,1569796220.3
5.21,24.30,1569796220.4
6.21,24.13,1569796220.5
7.14,23.92,1569796220.6
8.17,23.65,1569796220.7
9.22,23.34,1569796220.8
10.19,23.03,1569796220.9
10.93,22.88,1569796221.0
11.53,22.87,1569796221.1
12.22,22.84,1569796221.2
13.00,22.77,1569796221.3
13.85,22.62,1569796221.4
14.47,22.64,1569796221.5
15.13,22.61,1569796221.6
16.17,22.22,1569796221.7
17.33,21.68,1569796221.8
18.31,21.21,1569796221.9
19.41,20.78,1569796222.0
20.51,20.26,1569796222.1
21.62,19.65,1569796222.2
22.47,19.22,1569796222.3
23.05,19.04,1569796222.4
23.59,18.84,1569796222.5
23.69,18.75,1569796222.6
23.82,18.62,1569796222.7
23.89,18.51,1569796222.8
24.01,18.51,1569796222.9
24.07,18.49,1569796223.0
24.03,18.55,1569796223.1
23.96,18.61,1569796223.2
23.85,18.72,1569796223.3
23.79,18.86,1569796223.4
23.64,18.92,1569796223.5
23.61,18.97,1569796223.6
23.58,19.01,1569796223.7
23.57,19.04,1569796223.8
23.61,19.02,1569796223.9
23.65,19.02,1569796224.0
23.72,19.08,1569796224.1
23.74,19.03,1569796224.2
23.74,18.99,1569796224.3
23.77,18.96,1569796224.4
23.73,18.98,1569796224.5
23.57,19.02,1569796224.6
23.28,19.02,1569796224.7
22.90,19.12,1569796224.8
22.40,19.22,1569796224.9
21.70,19.37,1569796225.0
20.92,19.52,1569796225.1
20.03,19.64,1569796225.2
19.01,19.82,1569796225.3
18.00,20.03,1569796225.4
16.82,20.31,1569796225.5
15.32,20.71,1569796225.6
13.67,21.12,1569796225.7
12.18,21.47,1569796225.8
10.73,21.66,1569796225.9
9.22,21.76,1569796226.0
8.04,21.75,1569796226.1
7.40,21.62,1569796226.2
7.03,21.46,1569796226.3
6.76,21.36,1569796226.4
6.56,21.35,1569796226.5
6.47,21.44,1569796226.6
6.28,21.73,1569796226.7
6.05,21.66,1569796226.8
5.54,22.31,1569796226.9
4.96,22.86,1569796227.0
4.37,23.29,1569796227.1
3.84,23.73,1569796227.2
3.36,23.94,1569796227.3
2.87,24.54,1569796227.4
2.62,24.38,1569796227.5
2.52,24.21,1569796227.6
2.35,24.18,1569796227.7
2.31,23.94,1569796227.8
2.10,23.85,1569796227.9
1.95,23.65,1569796228.0
1.71,23.50,1569796228.1
1.37,23.42,1569796228.2
1.25,23.21,1569796228.3
1.06,23.16,1569796228.4
1.16,22.95,1569796228.5
1.24,22.79,1569796228.6
1.49,22.61,1569796228.7
1.72,22.35,1569796228.8
2.02,22.12,1569796228.9
2.19,22.07,1569796229.0
2.26,22.38,1569796229.1
2.39,22.81,1569796229.2
2.87,23.17,1569796229.3
3.54,23.54,1569796229.4
4.42,23.38,1569796229.5
5.40,23.48,1569796229.6
6.58,23.26,1569796229.7
7.79,22.72,1569796229.8
8.85,21.92,1569796229.9
9.87,21.38,1569796230.0
10.60,21.36,1569796230.1
11.55,20.83,1569796230.2
12.31,20.34,1569796230.3
13.05,20.10,1569796230.4
13.62,20.24,1569796230.5
14.40,20.01,1569796230.6
15.30,19.75,1569796230.7
15.96,19.66,1569796230.8
16.53,19.67,1569796230.9
17.16,19.50,1569796231.0
17.68,19.27,1569796231.1
17.80,19.36,1569796231.2
17.80,19.38,1569796231.3
