x,y,time
49.59,17.96,1569715930.9
49.54,17.96,1569715931.0
49.51,17.95,1569715931.1
49.40,17.99,1569715931.2
49.34,17.97,1569715931.3
49.29,17.99,1569715931.4
49.26,17.96,1569715931.5
49.27,17.94,1569715931.6
49.25,17.94,1569715931.7
49.33,17.89,1569715931.8
49.34,17.90,1569715931.9
49.36,17.89,1569715932.0
49.36,17.86,1569715932.1
49.33,17.89,1569715932.2
49.33,17.88,1569715932.3
49.24,17.90,1569715932.4
49.22,17.88,1569715932.5
49.27,17.86,1569715932.6
49.29,17.87,1569715932.7
49.34,17.88,1569715932.8
49.35,17.86,1569715932.9
49.42,17.87,1569715933.0
49.46,17.85,1569715933.1
49.39,17.84,1569715933.2
49.32,17.84,1569715933.3
49.33,17.80,1569715933.4
49.35,17.80,1569715933.5
49.34,17.79,1569715933.6
49.39,17.91,1569715933.7
49.43,17.95,1569715933.8
49.48,17.96,1569715933.9
49.35,18.05,1569715934.0
49.12,18.10,1569715934.1
48.66,18.13,1569715934.2
48.08,18.04,1569715934.3
47.54,18.06,1569715934.4
46.99,18.03,1569715934.5
46.60,18.03,1569715934.6
46.07,18.17,1569715934.7
45.89,18.45,1569715934.8
45.58,18.74,1569715934.9
45.38,19.16,1569715935.0
45.15,19.70,1569715935.1
44.79,20.21,1569715935.2
44.54,20.74,1569715935.3
44.11,21.24,1569715935.4
43.78,21.77,1569715935.5
43.39,22.28,1569715935.6
42.92,22.75,1569715935.7
42.44,23.24,1569715935.8
42.00,23.64,1569715935.9
41.61,23.96,1569715936.0
41.30,24.28,1569715936.1
40.96,24.52,1569715936.2
40.70,24.71,1569715936.3
40.52,24.87,1569715936.4
40.35,25.01,1569715936.5
40.15,25.12,1569715936.6
40.06,25.18,1569715936.7
39.95,25.20,1569715936.8
39.88,25.24,1569715936.9
39.80,25.22,1569715937.0
39.83,25.19,1569715937.1
39.90,25.13,1569715937.2
39.91,25.05,1569715937.3
40.03,24.91,1569715937.4
40.18,24.82,1569715937.5
40.27,24.73,1569715937.6
40.30,24.66,1569715937.7
40.38,24.67,1569715937.8
40.41,24.70,1569715937.9
40.32,24.75,1569715938.0
