x,y,time
49.69,17.83,1569721854.7
49.66,17.86,1569721854.8
49.68,17.88,1569721854.9
49.65,17.93,1569721855.0
49.59,18.00,1569721855.1
49.53,18.06,1569721855.2
49.43,18.10,1569721855.3
49.31,18.13,1569721855.4
49.19,18.17,1569721855.5
49.24,18.19,1569721855.6
49.31,18.16,1569721855.7
49.35,18.13,1569721855.8
49.42,18.13,1569721855.9
49.51,18.14,1569721856.0
49.62,18.17,1569721856.1
49.62,18.18,1569721856.2
49.59,18.20,1569721856.3
49.61,18.24,1569721856.4
49.64,18.26,1569721856.5
49.67,18.26,1569721856.6
49.67,18.24,1569721856.7
49.64,18.23,1569721856.8
49.66,18.21,1569721856.9
49.63,18.22,1569721857.0
49.56,18.24,1569721857.1
49.52,18.25,1569721857.2
49.50,18.24,1569721857.3
49.48,18.23,1569721857.4
49.55,18.21,1569721857.5
49.58,18.12,1569721857.6
49.64,18.05,1569721857.7
49.64,17.99,1569721857.8
49.56,18.05,1569721857.9
49.34,18.12,1569721858.0
49.05,18.17,1569721858.1
48.69,18.18,1569721858.2
48.21,18.21,1569721858.3
47.73,18.19,1569721858.4
47.51,18.05,1569721858.5
47.19,17.92,1569721858.6
46.57,17.86,1569721858.7
46.00,17.88,1569721858.8
45.50,17.98,1569721858.9
45.03,18.14,1569721859.0
44.36,18.36,1569721859.1
43.99,18.66,1569721859.2
43.75,19.05,1569721859.3
43.41,19.53,1569721859.4
43.12,19.98,1569721859.5
42.84,20.46,1569721859.6
42.42,21.00,1569721859.7
41.84,21.57,1569721859.8
41.33,22.09,1569721859.9
41.03,22.58,1569721860.0
40.78,23.04,1569721860.1
40.62,23.39,1569721860.2
40.59,23.63,1569721860.3
40.68,23.77,1569721860.4
40.83,23.81,1569721860.5
40.96,23.75,1569721860.6
41.03,23.68,1569721860.7
41.01,23.64,1569721860.8
40.99,23.60,1569721860.9
40.96,23.56,1569721861.0
40.97,23.58,1569721861.1
40.88,23.71,1569721861.2
40.78,23.82,1569721861.3
40.72,23.92,1569721861.4
40.68,23.96,1569721861.5
40.51,24.13,1569721861.6
40.33,24.16,1569721861.7
40.29,24.11,1569721861.8
40.37,24.04,1569721861.9
40.31,23.99,1569721862.0
40.31,23.94,1569721862.1
40.36,23.79,1569721862.2
40.33,23.78,1569721862.3
40.26,23.76,1569721862.4
40.06,23.79,1569721862.5
40.10,23.76,1569721862.6
40.31,23.65,1569721862.7
40.69,23.48,1569721862.8
41.16,23.29,1569721862.9
41.63,23.10,1569721863.0
42.10,22.89,1569721863.1
42.43,22.73,1569721863.2
42.51,22.71,1569721863.3
42.49,22.74,1569721863.4
42.45,22.72,1569721863.5
42.41,22.70,1569721863.6
42.37,22.68,1569721863.7
42.33,22.66,1569721863.8
42.29,22.64,1569721863.9
42.25,22.61,1569721864.0
42.21,22.59,1569721864.1
42.17,22.57,1569721864.2
42.13,22.55,1569721864.3
42.10,22.53,1569721864.4
42.06,22.51,1569721864.5
42.02,22.49,1569721864.6
41.98,22.47,1569721864.7
41.94,22.44,1569721864.8
41.90,22.43,1569721864.9
41.86,22.40,1569721865.0
41.82,22.38,1569721865.1
41.78,22.36,1569721865.2
41.74,22.34,1569721865.3
41.70,22.32,1569721865.4
41.66,22.30,1569721865.5
41.62,22.28,1569721865.6
41.59,22.26,1569721865.7
41.55,22.24,1569721865.8
41.51,22.21,1569721865.9
41.47,22.19,1569721866.0
41.43,22.17,1569721866.1
41.39,22.15,1569721866.2
41.35,22.13,1569721866.3
41.31,22.11,1569721866.4
41.27,22.09,1569721866.5
41.23,22.07,1569721866.6
41.20,22.05,1569721866.7
41.16,22.03,1569721866.8
41.12,22.01,1569721866.9
41.08,21.98,1569721867.0
41.04,21.96,1569721867.1
41.00,21.94,1569721867.2
40.96,21.92,1569721867.3
40.92,21.90,1569721867.4
40.88,21.88,1569721867.5
40.85,21.86,1569721867.6
40.81,21.84,1569721867.7
40.77,21.81,1569721867.8
40.73,21.80,1569721867.9
40.69,21.77,1569721868.0
40.44,21.80,1569721868.1
40.21,21.83,1569721868.2
39.85,21.85,1569721868.3
39.37,21.85,1569721868.4
38.72,21.84,1569721868.5
37.94,21.87,1569721868.6
37.26,21.89,1569721868.7
36.47,21.93,1569721868.8
35.73,21.99,1569721868.9
35.05,22.13,1569721869.0
34.53,22.43,1569721869.1
34.12,22.74,1569721869.2
33.77,23.04,1569721869.3
33.51,23.32,1569721869.4
33.31,23.63,1569721869.5
33.19,23.90,1569721869.6
33.07,23.98,1569721869.7
32.93,24.06,1569721869.8
32.83,24.08,1569721869.9
32.76,24.10,1569721870.0
32.67,24.10,1569721870.1
32.67,24.04,1569721870.2
32.66,24.01,1569721870.3
32.75,23.90,1569721870.4
32.78,23.88,1569721870.5
32.79,23.85,1569721870.6
32.85,23.80,1569721870.7
32.77,23.77,1569721870.8
32.73,23.78,1569721870.9
32.67,23.86,1569721871.0
32.69,23.78,1569721871.1
32.74,23.69,1569721871.2
32.79,23.67,1569721871.3
32.90,23.66,1569721871.4
32.98,23.55,1569721871.5
33.04,23.37,1569721871.6
33.04,23.18,1569721871.7
33.09,22.86,1569721871.8
33.13,22.42,1569721871.9
33.14,21.97,1569721872.0
33.08,21.58,1569721872.1
33.10,21.20,1569721872.2
33.16,20.94,1569721872.3
33.17,20.77,1569721872.4
33.17,20.68,1569721872.5
33.19,20.59,1569721872.6
33.28,20.50,1569721872.7
33.30,20.43,1569721872.8
33.31,20.32,1569721872.9
33.39,20.24,1569721873.0
33.51,20.16,1569721873.1
